,Ref,Title,Organization,Team_Name,Mapped_Team
1515,I-353018,GL1~ABAP~AWS-SAPGL1N1_GL1_20 : Errors in ABAP System Log,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1516,I-353017,GL1~ABAP~AWS-SAPGL1N2_GL1_30 : Errors in ABAP System Log,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1518,I-353010,GL1~ABAP : ABAP System not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1534,I-352761,CENTREON: The service Eventlog-FailoverClustering on multiple hosts are in state CRITICAL,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1553,I-352564,GL0~ABAP : Update Processing,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1573,I-351509,GL1~ABAP : High number of ABAP Short Dumps,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1595,I-350514,NL0~ABAP~AWS-SAPNL0_NL0_00 : Errors in ABAP System Log,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1596,I-350510,BWD~ABAP~AWS-SAPBWD_BWD_00 : Errors in ABAP System Log,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1601,I-350501,BWD~ABAP : ABAP System not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1602,I-350500,BWD~ABAP~Central Service Instance : ABAP Central Service not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1616,I-350114,ADR : MSSQL Database not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1617,I-350113,ADR~JAVA~Central Service Instance : Java Central Service not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1618,I-350112,ADR~JAVA : Java System not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1619,I-350111,ADR~JAVA~aws-sapadr_ADR_00 : Java instance not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1633,I-349314,GL2~ABAP~AWS-SAPGL2N2_GL2_30 : ABAP Instance not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1635,I-349312,GL2~ABAP~AWS-SAPGL2N1_GL2_20 : ABAP Instance not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1650,I-348228,CENTREON : The service HTTP-ContentServerRunning on aws-sapcsp.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1651,I-348227,SDB00002 : Space Management,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1652,I-348226,SDB00002 : Database Availability,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1653,I-348225,BWP : MSSQL Database not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1654,I-348224,ADP : MSSQL Database not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1657,I-347971,aws-sapbwp : High CPU Utilization,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1686,I-345593,CENTREON : The service Disk-E on aws-sapgt1.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1697,I-344872,GL0~ABAP~Central Service Instance : ABAP Central Service not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1698,I-344871,GL0~ABAP : ABAP System not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1699,I-344870,GL0~ABAP~AWS-SAPGL0_GL0_00 : ABAP Instance not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1714,I-343721,BWR : MS SQL Backup,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1723,I-342891,ProblÃ¨me impression SAP (Imprimantes : ULS-PRT-02 & ULS-PRT-03),Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1734,I-341522,GL1~ABAP : IDoc Errors,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1741,I-341329,CENTREON : The service Disk-Z on aws-sapgl0.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1744,I-340971,GL0~ABAP : IDoc Errors,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1757,I-339775,aws-sapadp : High CPU Utilization,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1778,I-338822,GL0 : MS SQL Backup,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1783,I-338518,aws-sapgrp : High CPU Utilization,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1784,I-338388,CENTREON : The service Disk-Z on aws-sapgt1.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1800,I-338031,GT1~ABAP~AWS-SAPGL0_GT1_00 : Errors in ABAP System Log,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1802,I-338014,GT1 : MSSQL Database not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1804,I-337997,GT1~ABAP : ABAP System not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1945,I-335454,NL0 : MS SQL Backup,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1946,I-335453,GRD : MS SQL Backup,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1950,I-335409,BWD : MS SQL Backup,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
1954,I-335354,GRD~ABAP~AWS-SAPGRD_GRD_00 : ABAP Instance not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2032,I-334855,GT1~ABAP~Central Service Instance : ABAP Central Service not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2036,I-334850,GT1~ABAP~AWS-SAPGL0_GT1_00 : ABAP Instance not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2042,I-334832,GRD~ABAP : ABAP System not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2055,I-334736,GL0 : MSSQL Database not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2056,I-334735,BWD : MSSQL Database not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2057,I-334734,NL0 : MSSQL Database not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2058,I-334733,GRD : MSSQL Database not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2061,I-334730,GRD~ABAP~Central Service Instance : ABAP Central Service not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2104,I-334310,GT1 : Free Disk Space,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2112,I-334265,GL2~ABAP : Batch Job Errors,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2122,I-334242,GL2~ABAP~AWS-SAPGL2N2_GL2_30 : Not Enough Dialog Resources,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2123,I-334240,GL2~ABAP~AWS-SAPGL2N1_GL2_20 : Not Enough Dialog Resources,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2410,I-333114,Dump ABAP (Extractions BI) dus Ã des problÃ¨mes mÃ©moire en GL1,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2473,I-332147,aws-sapcsd : High CPU Utilization,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2480,I-331230,CENTREON : The service Memory on aws-sapgl0.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2483,I-330979,GL0~ABAP~AWS-SAPGL0_GL0_00 : Not Enough Spool Resources,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2494,I-330060,aws-sapgrd : High CPU Utilization,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2522,I-322494,CENTREON : The service Disk-Z on aws-sapgl1n1.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2540,I-317824,CENTREON : The service Nsclient-Port on aws-sapgl0.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2548,I-316686,GL0~ABAP~AWS-SAPGL0_GL0_00 : Not Enough Dialog Resources,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2556,I-315935,CENTREON : The service Memory on aws-sapadm1.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
2563,I-314958,CENTREON : The service Nsclient-Version-Status on aws-sapadr.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
2565,I-314955,CENTREON : The service Disk-C on aws-sapgl0.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
2577,I-314956,CENTREON : The service Disk-L on aws-sapgl0.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2602,I-312994,GL0 : Free Disk Space,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2617,I-311605,CENTREON : The service Nsclient-Port on aws-sapbwd.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
2619,I-311411,CENTREON : The service Nsclient-Port on aws-sapgl1n1.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
2620,I-311410,CENTREON : The service Nsclient-Port on aws-sapgl1n2.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
2621,I-311408,CENTREON : The service Nsclient-Port on aws-sapcsr.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
2622,I-311407,CENTREON : The service Nsclient-Port on aws-sapsol1.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
2623,I-311406,CENTREON : The service Nsclient-Port on aws-sapadr.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
2624,I-311405,CENTREON : The service Nsclient-Port on aws-sapgrd.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
2625,I-311404,CENTREON : The service Nsclient-Port on aws-sapadm1.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
2626,I-311403,CENTREON : The service Nsclient-Port on aws-sapcsd.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
2627,I-311402,CENTREON : The service Nsclient-Port on aws-sapgl0.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
2628,I-311401,CENTREON : The service Nsclient-Port on aws-sapbwr.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
2643,I-311281,CENTREON : The service Disk-D on aws-sapgl0.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2651,I-309967,aws-sapgl2n1 : File System Full,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2652,I-309966,aws-sapgl2n2 : File System Full,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2653,I-309841,aws-sapgrp : File System Full,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2654,I-309840,aws-sapbwp : File System Full,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2657,I-309835,aws-sapadp : File System Full,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2658,I-309834,GRP~ABAP~AWS-SAPGRP_GRP_00 : ABAP Instance not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2660,I-309832,aws-sapcsp : File System Full,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2676,I-308914,SOL~ABAP~AWS-SAPSOL1_SOL_00 : Not Enough Dialog Resources,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2677,I-308623,CENTREON : The service Disk-E on aws-sapbwp.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2680,I-305996,CENTREON : The host fr-aws-sap-poller2.novacap.biz_central is in state DOWN,Sqs,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
2686,I-307357,Dump ABAP (Extractions BI) dus Ã des problÃ¨mes mÃ©moire,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2691,I-306034,GL2~ABAP : Expiring ABAP certificates,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2696,I-305294,GL1~ABAP : Expiring ABAP certificates,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2698,I-305290,GL0~ABAP : Expiring ABAP certificates,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2713,I-302705,GL1~ABAP : Batch Job Errors,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2714,I-302704,GL0~ABAP : Batch Job Errors,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2719,I-301959,ProblÃ¨me de mÃ©moire lors de l'extraction de donnÃ©es pour la BI,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2737,I-300374,DÃ©blocage du user HBERNARD sur SAP GRD,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2746,I-297516,AccÃ¨s Backup account,Sqs,[GDC_WW]_ITOps - GDU_Infra_1,[GDC_WW]_ITOps - GDU_Infra_1
2769,I-295519,CENTREON : The service Disk-Z on aws-sapcsp.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2770,I-294849,CENTREON : The service Disk-E on aws-sapcsp.novacap.biz is in state CRITICAL,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2773,I-294204,NL0~ABAP : IDoc Errors,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2796,I-288663,JOL~JAVA~aws-sapsol1_JOL_02 : Java instance not available,Sqs,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2809,I-359161,CENTREON : The service Memory on ltosv0162..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
2810,I-359111,CENTREON : The host ltosvesx02..info is in state DOWN,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
2812,I-359091,CENTREON : The host SFI-FW-FG80C-EMMEN..info is in state DOWN,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
2813,I-359030,Issues with Receiving Emails,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2814,I-359011,ProblÃ¨me de synchronisation du nouveau mot de passe Windows,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2815,I-358970,Piece joint ne s'ouvre pas,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2816,I-358920,CENTREON : The host SFI-FW-FG81F-US..info is in state DOWN,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
2817,I-358876,Connexion wifi et inter,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2818,I-358866,CENTREON : The service Cpu on ltosv0156..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
2819,I-358852,CENTREON : The host apac-srv-sage01..info is in state DOWN,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
2820,I-358851,CENTREON : The host ltosv0139..info is in state DOWN,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
2821,I-358846,CENTREON : The service Memory on ltosv0156..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
2822,I-358836,ProblÃ¨me avec la BAL de Berenice Sordes,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2823,I-358806,Connexion au rÃ©seau impossible,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2824,I-358793,Ouverture de fichiers Word et PDF,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2825,I-358785,ProblÃ¨me avec le PC Barco,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2826,I-358756,CENTREON : The service HTTPS-SSL-Certificat-Expiration on ci2m.fr..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
2827,I-358702,CENTREON : The host SFI-FW-FG60E-DUBAI..info is in state DOWN,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
2828,I-358683,ProblÃ¨me pour faire des reservation sur un site Web,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2829,I-358620,Enormes lenteur sur PC P2LIGN3,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2830,I-358617,CrÃ©ation des comptes AD depuis le SharePoint,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
2831,I-358582,ProblÃ¨me pour accÃ©der Ã une rÃ©union Outlook,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2832,I-358576,Ordinateur HS,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2833,I-358573,Plus accÃ¨s au rÃ©pertoire rÃ©seau INTER/SHARE/TEMP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2834,I-358567,ProblÃ¨me pour se connecter Ã Outlook et Teams,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2835,I-358565,ProblÃ¨me pour authentifier (MFA),Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2836,I-358506,Compte SAP vÃ©rouillÃ©,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2837,I-358491,Plus accÃ¨s Ã l'internet,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2838,I-358404,ProblÃ¨me pour se connecter Ã SAP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2840,I-358396,Probleme cnnexion Compte Microsoft,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2841,I-358376,ProblÃ¨me connexion Teams,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2842,I-358313,CENTREON : The host SFI-FW-Verseidag-FG-60E..info is in state DOWN,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
2843,I-358282,CENTREON : The service Disk-C: on ltosv0086..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
2844,I-358273,AccÃ¨s au sous-dossiers (Outlook),Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2845,I-358270,PANNE ADAPTATEUR DELL (rond),Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2846,I-358240,"[Support Cyberprotect] Ticket de prioritÃ© ""NORMAL"" mis Ã jour / Ticket with priority ""NORMAL"" has been updated",Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
2847,I-358237,[Support Cyberprotect] RÃ©sumÃ© de vos tickets/Summary of your tickets,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
2849,I-358208,ProblÃ¨me pour se connecter sur SAP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2850,I-358202,CENTREON : The service Cpu on ltosv0137..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
2851,I-358200,ProblÃ¨me de connexion sur Booster,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2852,I-358199,CENTREON : The service Load on ltosv0137..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
2853,I-358187,"[Support Cyberprotect] Nouveau Ticket de prioritÃ© ""NORMAL"" / New ticket with priority ""NORMAL""",Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
2854,I-357306,CENTREON : The service Service-SAP_OPC_Data_Access_Service on ltosv0134..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
2856,I-358182,Plus accÃ¨s au rÃ©pertoire rÃ©seau,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2857,I-358175,ProblÃ¨me avec l'imprimante,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2858,I-358172,ProblÃ¨me de mot de passe,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2859,I-358168,ProblÃ¨me de connexion sur SAP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2861,I-358147,Copy backup repository to Azure Blob - Failed,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
2862,I-357024,CENTREON : The service Service-SAP_OPC_Data_Access_Service on ltosv0134..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
2863,I-337296,CENTREON : The service Service-SAP_OPC_Data_Access_Service on ltosv0134..info is in state CRITICAL,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
2865,I-358116,CENTREON : The service SEAL-Status on ltosv0136..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
2867,I-358043,CENTREON : The service HTTPS-SSL-Certificat-Expiration-Bourse on .com is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
2868,I-358040,CENTREON : The host SFI-FW-FG81F-US..info is in state DOWN,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
2871,I-357918,Issue with Outlook 365,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2872,I-357853,ProblÃ¨me pour se connecter sur Outlook,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2874,I-357720,ProblÃ¨me de synchronisation du mot de passe Windows,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2877,I-357606,Envoi de mails depuis Bext,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
2878,I-357590,Plus accÃ¨s Ã la boite mail de Berenice Sordes,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2879,I-357581,ProblÃ¨me pour se connecter au VPN forti-client (prÃ©stataire Infflux),Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2880,I-357542,Courrier non dÃ©livrÃ©,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2882,I-357528,ProblÃ¨me pour envoyer des emails,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2883,I-357427,ComplÃ©ment Teams,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2884,I-357426,CENTREON : The service Disk-C: on ltosv0093..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
2885,I-357422,ProblÃ¨me pour enlever la rÃ©ponse automatique (hors bureau),Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2886,I-357419,Mot de passe ne fonctionne plus,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2887,I-357417,L'ordinateur ne s'allume plus,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2888,I-357413,ProblÃ¨me pour se connecter sur le WiFi,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2889,I-357409,Plus accÃ¨s Ã la session Windows et Outlook,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2890,I-357408,ProblÃ¨me pour se connecter sur Sage,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2891,I-348421,CENTREON : The service Service-SAPSprint on ltosv0077..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
2894,I-357241,ProblÃ¨me pour accÃ©der Ã Outlook,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2895,I-357228,ProblÃ¨me d'accÃ¨s internet,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2897,I-357220,Problem accessing the mailbox (Outlook),Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2898,I-357210,Issue accessing iTOP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2899,I-357207,Imprimante Xerox HS,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2901,I-357130,CENTREON : The service Vm-Tools-Global on ltosv0087..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
2903,I-356905,Issue accessing network directories despite VPN connection being active.,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
2904,I-356902,Unable to connect to iTOP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
